name,rating,age,gender,country
"Tulendinov,",2205,13,M,KAZ
"Soltanov,",2203,54,M,KAZ
"Kuandykuly,",2199,11,M,KAZ
"Sissabayev,",2199,43,M,KAZ
"Amangeldy,",2198,16,M,KAZ
"Katenov,",2198,22,M,KAZ
"Beristenov,",2196,15,M,KAZ
Zhauynbay,2184,13,M,KAZ
"Karayev,",2179,32,M,KAZ
"Zhakan,",2175,16,M,KAZ
"Cherkasov,",2173,19,M,KAZ
"Akchibekov,",2168,54,M,KAZ
"Malygin,",2162,18,M,KAZ
"Amirali,",2161,19,M,KAZ
"Baltabayev,",,0,M,KAZ
"Kudaibergen,",2159,18,M,KAZ
"Granovskiy,",2158,60,M,KAZ
"Balmagambetov,",2154,18,M,KAZ
"Galymbek,",2149,17,M,KAZ
"Alimbetov,",2149,18,M,KAZ
"Maksimenko,",2148,53,M,KAZ
"Stativkin,",2144,38,M,KAZ
"Erzhanov,",2139,41,M,KAZ
"Tleukhanov,",2137,17,M,KAZ
"Arestanov,",2136,45,M,KAZ
"Temirov,",2133,34,M,KAZ
"Nurgaliyeva,",2129,15,M,KAZ
"Tkachyov,",2128,21,M,KAZ
"Aldabergenov,",2126,21,M,KAZ
"Kulishkin,",,0,M,KAZ
"Golovchuk,",2118,62,M,KAZ
"Kovanova,",2118,36,M,KAZ
"Tukubayev,",2116,35,M,KAZ
"Kaldarova,",2114,17,M,KAZ
"Assaubayeva,",2488,20,F,KAZ
"Kamalidenova,",2378,19,F,KAZ
"Balabayeva,",2335,19,F,KAZ
"Nurman,",2330,17,F,KAZ
"Kurmangaliyeva,",2324,19,F,KAZ
"Kairbekova,",2288,18,F,KAZ
"Serikbay,",2236,22,F,KAZ
"Nurgali,",2215,20,F,KAZ
"Davletbayeva,",2206,35,F,KAZ
"Nurgaliyeva,",2129,15,F,KAZ
"Kovanova,",2118,36,F,KAZ
"Kaldarova,",2114,17,F,KAZ
"Kaliakhmet,",2108,14,F,KAZ
"Sultanbek,",2104,20,F,KAZ
"Nasybullina,",2088,30,F,KAZ
"Altynbek,",2063,13,F,KAZ
"Petrukhina,",2058,34,F,KAZ
Berikkyzy,2043,10,F,KAZ
"Popandopulo,",2039,18,F,KAZ
"Tynyshtyk,",2036,14,F,KAZ
"Barpiyeva,",2013,47,F,KAZ
"Gaichenya,",2000,61,F,KAZ
"Kim,",1996,24,F,KAZ
"Turebayeva,",1986,53,F,KAZ
"Ishmukhametova,",1954,33,F,KAZ
"Bauyrzhan,",1928,24,F,KAZ
"Assylkhan,",1904,14,F,KAZ
"Barmagambetova,",1903,22,F,KAZ
"Ankudinova,",1902,62,F,KAZ
"Abdildayeva,",1899,19,F,KAZ
"Sermukhamedova,",1896,14,F,KAZ
"Muratova,",1892,27,F,KAZ
"Seidulla,",1879,17,F,KAZ
"Kholyavko,",1878,13,F,KAZ
"Kamarova,",1872,18,F,KAZ
Nauanova,1869,16,F,KAZ
"Madi,",1856,17,F,KAZ
"Muratova,",1845,24,F,KAZ
"Diaskyzy,",1818,12,F,KAZ
"Bulanova,",1817,63,F,KAZ
"Orazalina,",1815,15,F,KAZ
"Japparbekova,",1804,14,F,KAZ
"Alemanova,",1800,15,F,KAZ
"Kurmanalina,",1782,16,F,KAZ
"Amanzhol,",1780,12,F,KAZ
"Omirserik,",1777,12,F,KAZ
"Shauken,",1773,21,F,KAZ
"Ospanova,",1772,17,F,KAZ
"Yagunova,",1751,78,F,KAZ
"Zarkym,",1750,13,F,KAZ
"Pereima,",1736,18,F,KAZ
"Dumankyzy,",1732,17,F,KAZ
"Momyn,",1732,16,F,KAZ
"Mamakova,",1725,12,F,KAZ
"Ali,",1724,14,F,KAZ
"Kryukova,",,0,F,KAZ
"Alipbek,",1716,19,F,KAZ
"Birzhan,",1706,17,F,KAZ
"Abdulgaziyeva,",1701,42,F,KAZ
"Abylaykyzy,",1694,12,F,KAZ
"Dausheva,",1689,18,F,KAZ
"Koyshibai,",1689,16,F,KAZ
"Filippova,",1687,9,F,KAZ
"Slessarchuk,",1684,24,F,KAZ
"Shaikenova,",1681,16,F,KAZ
"Kabenova,",1679,16,F,KAZ
"Lednikova,",1677,10,F,KAZ
"Kaliakhmet,",1675,17,F,KAZ
"Turaliyeva,",1670,70,F,KAZ
"Kertaeva,",1669,48,F,KAZ
"Aubakirova,",1667,13,F,KAZ
"Assankhan,",1665,17,F,KAZ
"Moldagali,",1664,11,F,KAZ
"Kazhiakhmetova,",1662,15,F,KAZ
"Derevyanko,",1660,73,F,KAZ
"Sholpanbek,",1657,10,F,KAZ
"Mikheyeva,",1655,18,F,KAZ
"Danilyuk,",1650,57,F,KAZ
"Kantserova,",1650,14,F,KAZ
"Zamanbek,",1645,17,F,KAZ
"Matveyeva-Poprukailo,Inna",1642,86,F,KAZ
"Nauryzbay,",1641,14,F,KAZ
"Safronova,",1640,70,F,KAZ
"Zhukovskaya,",1638,60,F,KAZ
"Tursynova,",1636,16,F,KAZ
"Mukhamediyarova,",1628,15,F,KAZ
"Kaimoldina,",1623,18,F,KAZ
"Tulekenova,",1621,14,F,KAZ
"Abdullayeva,",1620,15,F,KAZ
"Ilanbekova,",1619,55,F,KAZ
"Kurmanalina,",1617,18,F,KAZ
"Abuzharova,",1608,12,F,KAZ
"Ten,",1607,13,F,KAZ
Zhumambayeva,1607,10,F,KAZ
"Asanova,",1606,52,F,KAZ
"Primbetova,",1605,19,F,KAZ
"Maizhakanova,",1601,18,F,KAZ
"Berikkyzy,",1600,12,F,KAZ
"Sadenova,",1600,14,F,KAZ
"Zhamanbalinova,",1592,33,F,KAZ
"Magana,",2069,47,M,KEN
"Gateri,",2030,55,M,KEN
"Namale,",2013,43,M,KEN
"Kaloki,",2002,17,M,KEN
"Gohil,",1995,43,M,KEN
Oluka,1992,19,M,KEN
Deng,1986,21,M,KEN
"Methu,",1976,37,M,KEN
"Gilruth,",1974,71,M,KEN
"Ngani,",1953,45,M,KEN
"Omolo,",,0,M,KEN
"Kanegeni,",1947,46,M,KEN
"Wanasunia,",1945,24,M,KEN
"Njuki,",1940,27,M,KEN
Mutuge,1933,22,M,KEN
"Atwoli,",1930,42,M,KEN
"Okonga,",1918,27,M,KEN
Chitundu,1914,24,M,KEN
Irungu,1911,22,M,KEN
"Okeyo,",1909,41,M,KEN
"Njoroge,",1908,28,M,KEN
Brian,1902,26,M,KEN
Kinyanjui,1900,24,M,KEN
Chege,1894,25,M,KEN
Boera,1891,24,M,KEN
"Mwabu,",1886,21,M,KEN
Rishit,1885,15,M,KEN
Kuka,1882,14,M,KEN
"Shile,",1882,27,M,KEN
"Kimani,",1876,34,M,KEN
Maina,1873,26,M,KEN
"Simiyu,",1870,40,M,KEN
"Villuela,",1867,63,M,KEN
Njeri,1863,24,M,KEN
"Andiwoh,",1859,42,M,KEN
Fuad,1859,19,M,KEN
"Walela,",1856,31,M,KEN
"Sagwa,",1854,33,M,KEN
"Ndegwa,",1853,37,M,KEN
Nyok,1850,19,M,KEN
"Amunga,",1849,53,M,KEN
"Mukoko,",1849,40,M,KEN
"Nyaga,",1849,26,M,KEN
"Lwanga,",1845,18,M,KEN
"Adorwa,",1843,39,M,KEN
"Kiburi,",1843,36,M,KEN
"Mongeli,",1841,28,M,KEN
Baraka,1836,19,M,KEN
Cliff,1836,28,M,KEN
Joseph,1835,23,M,KEN
"Mwangi,",1834,26,M,KEN
Martin,1833,27,M,KEN
Atem,1833,18,M,KEN
"Thuku,",1833,28,M,KEN
Elikaseed,1831,37,M,KEN
"Sang,",1831,41,M,KEN
"Kinuthia,",1828,34,M,KEN
"Mumia,",1824,37,M,KEN
"Muluda,",1822,34,M,KEN
"Mulindi,",1822,29,M,KEN
"Gisore,",1822,34,M,KEN
"Njoroge,",1820,23,M,KEN
"Amatalo,",1819,40,M,KEN
"Ndirangu,",1817,29,M,KEN
Karani,1813,23,M,KEN
"Ramesh,",1813,38,M,KEN
"Singe,",1811,53,M,KEN
"Korir,",1811,22,M,KEN
Onkware,1810,23,M,KEN
"Mukabi,",1810,60,M,KEN
"Nurmohamed,",1808,48,M,KEN
Wangombe,1805,49,M,KEN
"Michuki,",1804,27,M,KEN
Hamisi,1804,21,M,KEN
Ogola,1804,31,M,KEN
"Ngony,",1803,24,M,KEN
"Mutisya,",1802,25,M,KEN
"Odhiambo,",1802,33,M,KEN
Mugambi,1799,12,M,KEN
Chumba,1799,24,M,KEN
Mwangi,1799,23,M,KEN
Njoroge,1798,23,M,KEN
"Sinoya,",1798,32,M,KEN
"Muchiri,",1796,19,M,KEN
"Kagambi,",1792,60,M,KEN
"Mmata,",1792,44,M,KEN
"Irungu,",1791,24,M,KEN
"Christie,",1789,35,M,KEN
"Wanjala,",1789,41,M,KEN
"Otieno,",1788,50,M,KEN
James,1787,34,M,KEN
Nyamiaka,1785,21,M,KEN
"Gichuhi,",1785,25,M,KEN
Simiyu,1784,12,M,KEN
"Juma,",1784,31,M,KEN
Kabbis,1783,20,M,KEN
"Kionga,",1783,31,M,KEN
"Oruke,",1782,26,M,KEN
Njau,1781,23,M,KEN
Adai,1780,62,M,KEN
"Mongeli,",1841,28,F,KEN
"Ndirangu,",1817,29,F,KEN
"Mutisya,",1802,25,F,KEN
"Wabuti,",1757,42,F,KEN
Elizabeth,1706,13,F,KEN
Kosgei,1696,22,F,KEN
Nicole,1694,26,F,KEN
"Obondo,",1687,26,F,KEN
"Jumba,",1680,37,F,KEN
Flavius,1676,20,F,KEN
"Kaloki,",1665,14,F,KEN
"Ingado,",1663,20,F,KEN
"Mwikali,",1663,32,F,KEN
Madelta,1652,24,F,KEN
"Wanjiru,",1649,27,F,KEN
"Mwendwa,",1642,24,F,KEN
"Karanja,",1639,25,F,KEN
Kimani,1633,24,F,KEN
Riley,1627,10,F,KEN
Shukri,1613,13,F,KEN
Awuor,1602,29,F,KEN
Alvynah,1599,26,F,KEN
Ibrahim,1597,16,F,KEN
Berita,1596,34,F,KEN
Cherono,1594,24,F,KEN
Jepchirchir,1591,22,F,KEN
Onyango,1585,12,F,KEN
Matei,1582,25,F,KEN
"Ngima,",1581,30,F,KEN
Bhavsar,1561,36,F,KEN
"Kagambi,",1559,15,F,KEN
Kungu,1556,32,F,KEN
Skylar,1551,11,F,KEN
Mutwol,1546,16,F,KEN
"Kariuki,",1544,22,F,KEN
"Mohideen,",1544,18,F,KEN
Gikandi,1540,13,F,KEN
Fantalis,1538,13,F,KEN
"Mboya,",1537,21,F,KEN
Francisca,1534,28,F,KEN
Simiyu,1533,24,F,KEN
Makanga,1532,11,F,KEN
Korir,1531,14,F,KEN
Mwashe,1525,14,F,KEN
Agnes,1522,14,F,KEN
Prudence,1519,18,F,KEN
Nyakio,1518,15,F,KEN
McKenzie,1513,13,F,KEN
Oluchiri,1512,9,F,KEN
Kuka,1512,12,F,KEN
Kaburo,1511,10,F,KEN
Mable,1511,29,F,KEN
Muhanji,1508,23,F,KEN
Gilana,1504,12,F,KEN
"Njeri,",1504,32,F,KEN
"Shile,",1504,22,F,KEN
"Maashao,",1498,14,F,KEN
"Muthoni,",1498,19,F,KEN
Aditi,1496,15,F,KEN
Chagwaya,1495,23,F,KEN
Mushila,1490,19,F,KEN
Nashipae,1489,13,F,KEN
Kemboi,1488,17,F,KEN
Grace,1486,21,F,KEN
Korir,1484,21,F,KEN
"Kimani,",1484,22,F,KEN
Njoki,1481,20,F,KEN
Jheel,1481,10,F,KEN
Obonyo,1478,12,F,KEN
"Mwangi,",1477,14,F,KEN
Prisca,1476,26,F,KEN
Njama,1475,24,F,KEN
Mwangi,1468,26,F,KEN
Wambui,1464,12,F,KEN
Martha,1461,14,F,KEN
"Chumo,",1459,29,F,KEN
"Muturi,",1458,16,F,KEN
KitongaMirriam,1457,24,F,KEN
Wendoh,1456,12,F,KEN
Fiona,1456,24,F,KEN
"Mutua,",1456,16,F,KEN
Shannon,1453,23,F,KEN
Nyambura,1452,19,F,KEN
Savinda,1452,27,F,KEN
"Njuguna,",1451,22,F,KEN
Waruguru,1451,13,F,KEN
Kungu,1449,13,F,KEN
Kelsea,1448,22,F,KEN
Atarah,1445,11,F,KEN
SARAH,1444,18,F,KEN
Kyalo,1439,24,F,KEN
"Mboya,",1438,15,F,KEN
Gichuga,1436,10,F,KEN
"Harun,",1434,22,F,KEN
Maysie,1432,16,F,KEN
Sonia,1431,12,F,KEN
Wamaitha,1431,11,F,KEN
"Kahihu,",1430,18,F,KEN
Debra,1429,10,F,KEN
"Neondo,",1429,14,F,KEN
"Magai,",2492,53,M,KGZ
"Orozbaev,",2421,18,M,KGZ
"Abdyzhapar,",2368,36,M,KGZ
"Mamatov,",2367,28,M,KGZ
"Khoroshev,",2359,32,M,KGZ
Tologon,2358,34,M,KGZ
"Zhakshylykov,",2313,17,M,KGZ
"Sezdbekov,",2272,22,M,KGZ
"Degenbaev,",2260,19,M,KGZ
"Markov,",2255,35,M,KGZ
"Sydykov,",2251,13,M,KGZ
"Chubakov,",2250,17,M,KGZ
"Imanaliev,",2164,59,M,KGZ
"Maznitsin,",2150,40,M,KGZ
"Teiitbaev,",2106,24,M,KGZ
"Zheenbekov,",2105,38,M,KGZ
"Sharshenbekov,",2078,14,M,KGZ
"Toktogonov,",2060,61,M,KGZ
"Eshbekov,",2052,51,M,KGZ
"Onufrienko,",2046,20,M,KGZ
"Takyrbashev,",2042,41,M,KGZ
"Umarbekov,",2030,56,M,KGZ
"Turksoi,",2010,16,M,KGZ
"Momunaliev,",1995,13,M,KGZ
"Sezdbekov,",1992,23,M,KGZ
Esenbek,1971,35,M,KGZ
"Kurbanbaev,",1961,15,M,KGZ
"Samaganova,",1959,38,M,KGZ
"Iunusov,",1957,16,M,KGZ
"Asanakunov,",1957,36,M,KGZ
"Takyrbashev,",1952,68,M,KGZ
"Lesbekova,",1952,20,M,KGZ
"Akerov,",1944,32,M,KGZ
"Sovetbekova,",1940,19,M,KGZ
"Baisynov,",1924,44,M,KGZ
"Dadabaev,",1915,35,M,KGZ
"Abaeva,",1909,15,M,KGZ
"Nurdinov,",1909,20,M,KGZ
"Seitaliev,",1908,29,M,KGZ
Nurdin,1907,35,M,KGZ
"Zhanybekova,",1904,17,M,KGZ
"Chyngyz,",1901,14,M,KGZ
"Shambetov,",1899,71,M,KGZ
"Tapaev,",1896,18,M,KGZ
"Kubanychbekov,",1889,18,M,KGZ
"Beknazarov,",1887,14,M,KGZ
"Spiridonov,",1880,37,M,KGZ
"Vilinsky,",1873,83,M,KGZ
"Tazhimyrzaev,",1869,43,M,KGZ
"Sultangaziev,",1868,16,M,KGZ
"Asanbekov,",1863,50,M,KGZ
"Sezdbekova,",1860,14,M,KGZ
"Almanbetov,",1858,39,M,KGZ
"Damir,",1857,29,M,KGZ
"Muradylov,",1856,13,M,KGZ
"Nolletov,",1851,74,M,KGZ
"Isirailov,",1848,39,M,KGZ
Zairbek,1848,23,M,KGZ
"Keneshbekov,",1847,13,M,KGZ
"Azimov,",1844,15,M,KGZ
"Bapaev,",1842,15,M,KGZ
"Daudov,",1835,15,M,KGZ
"Pak,",1834,15,M,KGZ
"Beisheev,",1826,57,M,KGZ
"Kazakbaev,",1821,63,M,KGZ
"Alybaev,",1806,69,M,KGZ
"Berdibaeva,",1804,14,M,KGZ
"Nurov,",1802,14,M,KGZ
"Akmatov,",1798,16,M,KGZ
"Rahmatulin,",1795,41,M,KGZ
"Tynybekov,",1795,21,M,KGZ
"Zhunusbekova,",1792,15,M,KGZ
"Azimov,",1791,15,M,KGZ
"Pak,",1790,34,M,KGZ
"Asanbaev,",1789,13,M,KGZ
"Omuraliev,",1780,58,M,KGZ
"Sezdbekov,",1779,20,M,KGZ
"Khakhaza,",1776,71,M,KGZ
"Rakhatbekov,",1771,20,M,KGZ
"Tsai,",1771,74,M,KGZ
"Zhusupov,",1766,71,M,KGZ
"Pahomeev,",1757,72,M,KGZ
"Omurbekova,",1754,25,M,KGZ
"Kitikov,",1753,75,M,KGZ
"Kobonov,",1753,69,M,KGZ
"Orozbekova,",1753,18,M,KGZ
"Zarylykov,",1752,14,M,KGZ
"Arstanbekov,",1747,71,M,KGZ
"Amirazhanov,",1743,16,M,KGZ
"Duishenaliev,",1739,12,M,KGZ
"Surkeev,",1735,15,M,KGZ
"Kerimbekov,",1734,21,M,KGZ
"Derkembaev,",1730,44,M,KGZ
"Sydykov,",1728,24,M,KGZ
"Sagynbekova,",1727,16,M,KGZ
"Moldobaev,",1726,63,M,KGZ
"Baysalov,",1725,17,M,KGZ
"Kanatbekov,",1725,13,M,KGZ
"Daiyrbekov,",1724,20,M,KGZ
"Medvedev,",1719,13,M,KGZ
"Samaganova,",1959,38,F,KGZ
"Lesbekova,",1952,20,F,KGZ
"Sovetbekova,",1940,19,F,KGZ
"Abaeva,",1909,15,F,KGZ
"Zhanybekova,",1904,17,F,KGZ
"Sezdbekova,",1860,14,F,KGZ
Zairbek,1848,23,F,KGZ
"Berdibaeva,",1804,14,F,KGZ
"Zhunusbekova,",1792,15,F,KGZ
"Omurbekova,",1754,25,F,KGZ
"Orozbekova,",1753,18,F,KGZ
"Sagynbekova,",1727,16,F,KGZ
"Lee,",1709,21,F,KGZ
"Agalykova,",1708,15,F,KGZ
"Tursunalieva,",1701,12,F,KGZ
"Bekbasarova,",1668,17,F,KGZ
"Tursunalieva,",1655,14,F,KGZ
Altynbek,1615,20,F,KGZ
"Ramisova,",1607,11,F,KGZ
"Toktokozhoeva,",1607,16,F,KGZ
"Sabyrbekova,",1598,12,F,KGZ
"Layashukurova,",1578,17,F,KGZ
"Usmanova,",1578,12,F,KGZ
"Sagynbekova,",1570,11,F,KGZ
"Temirbekova,",1564,9,F,KGZ
"Amanova,",1563,11,F,KGZ
"Sezdbekova,",1561,18,F,KGZ
"Khalmurzaeva,",1559,16,F,KGZ
"Azizova,",1557,13,F,KGZ
"Te,",1544,8,F,KGZ
"Stamova,",1542,39,F,KGZ
"Azizova,",1538,15,F,KGZ
"Amanturova,",1535,11,F,KGZ
"Sultanova,",1534,16,F,KGZ
"Saizildaeva,",1523,10,F,KGZ
"Talant,",1523,17,F,KGZ
"Mukanova,",1522,16,F,KGZ
"Kudaibergenova,",1517,14,F,KGZ
"Nogoeva,",1517,9,F,KGZ
"Tynchybekova,",1517,14,F,KGZ
"Tavaldyeva,",1516,17,F,KGZ
"Poliak,",1514,10,F,KGZ
"Kush,",1508,14,F,KGZ
"Makambaeva,",1506,19,F,KGZ
"Asanova,",1500,17,F,KGZ
"Smagulova,",1500,14,F,KGZ
"Degtiareva,",1498,13,F,KGZ
"Kazieva,",1492,16,F,KGZ
Baktybek,1489,9,F,KGZ
"Toktaalieva,",1488,10,F,KGZ
Almanbet,1485,27,F,KGZ
"Amanbekova,",1485,13,F,KGZ
"Zhaparova,",1483,11,F,KGZ
Bakyt,1480,17,F,KGZ
"Bakytova,",1479,14,F,KGZ
"Subankulova,",1472,12,F,KGZ
"Omuralieva,",1471,17,F,KGZ
"Akylbekova,",1470,11,F,KGZ
"Orozkojoeva,",1469,10,F,KGZ
"Toktosunova,",1467,10,F,KGZ
"Kasabaeva,",1464,13,F,KGZ
"Sulaimanova,",1463,15,F,KGZ
"Kartasheva,",1458,14,F,KGZ
"Saparbekova,",1444,16,F,KGZ
"Batilova,",1442,14,F,KGZ
"Isaeva,",1440,13,F,KGZ
"Asanbekova,",1439,11,F,KGZ
"Mukhitdinova,",1438,11,F,KGZ
"Melisova,",1436,16,F,KGZ
"Ulukbekova,",1436,13,F,KGZ
"Zhakypova,",1435,11,F,KGZ
"Podpolnaia,",1432,17,F,KGZ
"Santashbekova,",1431,14,F,KGZ
"Ablasova,",1428,12,F,KGZ
"Zharova,",1427,49,F,KGZ
"Akmatkazieva,",1420,12,F,KGZ
"Santashbekova,",1420,12,F,KGZ
"Toktokozhoeva,",1412,9,F,KGZ
"Tursunalieva,",1411,11,F,KGZ
"Zarylykova,",1410,9,F,KGZ
"Kylymbekova,",1404,12,F,KGZ
"Abdrasulova,",0,14,F,KGZ
"Ataibekova,",0,12,F,KGZ
"Rahmanberdieva,",0,12,F,KGZ
"Shakirova,",0,15,F,KGZ
"Sharshebaeva,",0,9,F,KGZ
"Temirbekova,",0,19,F,KGZ
"Toktombaeva,",0,14,F,KGZ
"Tursunbekova,",0,13,F,KGZ
"Ulanova,",0,16,F,KGZ
"Zhumabekova,",0,12,F,KGZ
"Suelo,",2148,48,M,LAO
Chi,1756,23,M,LAO
"Leong,",1709,68,M,LAO
"Vilaphen,",1683,26,M,LAO
"Senglek,",1610,23,M,LAO
Maly,1558,28,M,LAO
Chintanakone,1499,22,M,LAO
"Sihanath,",,0,M,LAO
"Homsombath,",1441,21,M,LAO
Maly,1558,28,F,LAO
Chintanakone,1499,22,F,LAO
"Sihanath,",,0,F,LAO
"Homsombath,",1441,21,F,LAO
"Eid,",2327,54,M,LBN
El,2303,29,M,LBN
"Antonios,",2266,43,M,LBN
"Khoder,",2232,19,M,LBN
"Khairallah,",2211,49,M,LBN
"Arkadan,",2207,18,M,LBN
"Assaad,",2163,26,M,LBN
"Najjar,",2153,58,M,LBN
"Kassis,",2095,52,M,LBN
El,2063,13,M,LBN
"Kaloust,",2030,22,M,LBN
"Vayanos,George",2023,18,M,LBN
"Nassar,",2020,41,M,LBN
"Shamieh,",2014,39,M,LBN
"Adeimi,",2004,30,M,LBN
"Bassel,",1998,38,M,LBN
"Sursock,",,0,M,LBN
EL,1968,52,M,LBN
"Hariri,",,0,M,LBN
"Saliba,",1960,39,M,LBN
"Hariri,",1959,36,M,LBN
"Tohme,",1955,43,M,LBN
El,1953,29,M,LBN
"Nassar,",1950,28,M,LBN
"Barakat,",1940,62,M,LBN
"Oknayan,",1937,33,M,LBN
"Maasarani,",1935,56,M,LBN
"Khallouf,",1931,29,M,LBN
"Mrad,",1917,54,M,LBN
"Iaali,",1913,30,M,LBN
"Khechen,",1913,76,M,LBN
"Hammoud,",1903,33,M,LBN
"Fawaz,Mohamad",1897,15,M,LBN
"Farhat,",1890,22,M,LBN
"Chidiac,",1887,44,M,LBN
"Ferzli,Michael",1885,23,M,LBN
"Ghnatios,",1885,34,M,LBN
"Moudallal,",1883,46,M,LBN
"Jawhar,",1875,54,M,LBN
"Habash,",1874,32,M,LBN
"Sayegh,",,0,M,LBN
"Attieh,",,0,M,LBN
"Sharbel,",,0,M,LBN
Abou,1857,38,M,LBN
"Karam,",,0,M,LBN
"Moughames,",1843,32,M,LBN
"Chidiac,",1840,23,M,LBN
"Majied,",1836,36,M,LBN
"Aramali,",,0,M,LBN
"Karam,Mark",1827,17,M,LBN
"Nasser,",1821,23,M,LBN
Tarabay,1819,20,M,LBN
"Oknayan,",,0,M,LBN
"Berbari,",,0,M,LBN
"Haidar,",1805,38,M,LBN
Abou,1803,42,M,LBN
Al,1803,42,M,LBN
"Slim,",1801,36,M,LBN
"Badieh,",1797,16,M,LBN
"Hamad,",1792,19,M,LBN
Chamoun,1791,38,M,LBN
"Ward,",,0,M,LBN
"Badr,",1790,31,M,LBN
"Lakhoyan,",1782,20,M,LBN
"Jouni,",1772,54,M,LBN
"Attieh,",1769,9,M,LBN
"Jabr,",,0,M,LBN
"Salameh,",1766,48,M,LBN
"Fawaz,",1763,14,M,LBN
"Iskandarian,",1762,18,M,LBN
"Kfoury,",1756,59,M,LBN
"Kassar,",1749,18,M,LBN
"Saad,",1730,13,M,LBN
"Qudsi,",1729,12,M,LBN
"Bedrosian,",,0,M,LBN
Abdel,1726,26,M,LBN
"Braidy,",1725,29,M,LBN
"Zgheib,",,0,M,LBN
"Mounayar,",1714,60,M,LBN
"Ibrahim,",1708,21,M,LBN
Chidiac,1707,17,M,LBN
"Wadih,",1707,15,M,LBN
"Bsat,",1703,15,M,LBN
"Saadeddine,",1703,12,M,LBN
"Bchouty,",1702,25,M,LBN
"Hayek,",1696,15,M,LBN
Al,1695,17,M,LBN
"Saadeh,",1690,48,M,LBN
"Younes,",1689,20,M,LBN
"Assoum,",1688,19,M,LBN
"Tenbelian,",1678,18,M,LBN
"Wehbi,",,0,M,LBN
"Shaaito,",1669,22,M,LBN
"Bchara,",1665,18,M,LBN
"Totonji,",1664,29,M,LBN
"Housseiny,",1663,24,M,LBN
"Mansour,",1657,25,M,LBN
Al,1656,37,M,LBN
"Dia,",,0,M,LBN
Daou,1650,30,M,LBN
"Attieh,",1769,9,F,LBN
"Fawaz,",1763,14,F,LBN
"Bedrosian,",,0,F,LBN
Al,1695,17,F,LBN
"Assoum,",1688,19,F,LBN
"Bchara,",1665,18,F,LBN
Ali,1598,31,F,LBN
"Attieh,",1573,12,F,LBN
"Darweeche,",1560,18,F,LBN
"Ayoub,",1553,13,F,LBN
Kobeissey,1539,7,F,LBN
Abou,1522,15,F,LBN
"Hamadeh,",1514,13,F,LBN
"Salman,",1509,18,F,LBN
"Khodor,",1456,17,F,LBN
"Abdallah,",1415,20,F,LBN
"Saah,",1983,20,M,LBR
"Harmon,",1958,43,M,LBR
"Saah,",1928,37,M,LBR
Bobby,1923,28,M,LBR
"Smith,",1921,38,M,LBR
Anthony,1918,36,M,LBR
"James,",1912,32,M,LBR
"Debblay,",1897,24,M,LBR
Joel,1887,30,M,LBR
Daniel,1885,48,M,LBR
"Jacob,",1880,46,M,LBR
John,1869,45,M,LBR
Harold,1860,35,M,LBR
"Karyah,",1848,16,M,LBR
Foday,1835,42,M,LBR
Martin,1831,47,M,LBR
Miller,1827,41,M,LBR
Wallace,1827,20,M,LBR
Ernest,1822,19,M,LBR
Kennedy,1820,42,M,LBR
Alfred,1811,44,M,LBR
Archie,1776,13,M,LBR
Yallah,1775,28,M,LBR
Monyou,1764,34,M,LBR
Abraham,1759,50,M,LBR
James,1753,59,M,LBR
"Sackie,",1750,19,M,LBR
Morlue,1734,18,M,LBR
Samuel,1722,12,M,LBR
Rudolph,1720,25,M,LBR
Prince,1716,56,M,LBR
Israel,1688,24,M,LBR
"Gibson,",1631,60,M,LBR
"Yarkpah,",1629,53,M,LBR
"Davis,",1524,15,M,LBR
"Sambola,",1435,16,M,LBR
"Banney,",1429,19,M,LBR
"Karyah,",1848,16,F,LBR
"Sackie,",1750,19,F,LBR
"Davis,",1524,15,F,LBR
"Sambola,",1435,16,F,LBR
"Banney,",1429,19,F,LBR
"Ferster,",2231,38,M,LIE
"Krieger,",2150,33,M,LIE
"Mannhart,",2102,54,M,LIE
"Heron,",2077,17,M,LIE
"Kobler,",2070,42,M,LIE
"Jelic,",1978,50,M,LIE
"Iclicki,",1905,69,M,LIE
"Frick,",1899,72,M,LIE
"Schadler,",1860,64,M,LIE
"Heron,",1701,15,M,LIE
"Sele,",1644,19,M,LIE
"Kaufmann,",1544,17,M,LIE
Gillet,1534,46,M,LIE
"Heron,",1512,50,M,LIE
"Sele,",1644,19,F,LIE
Gillet,1534,46,F,LIE
"Heron,",1512,50,F,LIE
"Pultinevicius,",2599,23,M,LTU
"Laurusas,",2579,28,M,LTU
"Kazakouski,",2567,24,M,LTU
"Stremavicius,",2545,26,M,LTU
"Sulskis,",2494,52,M,LTU
"Rozentalis,",2489,61,M,LTU
"Pileckis,",2422,34,M,LTU
"Pidluznij,",2416,17,M,LTU
"Klabis,",2413,29,M,LTU
"Novik,",2411,54,M,LTU
"Juksta,",2408,21,M,LTU
"Zagorskis,",2384,55,M,LTU
"Stauskas,",2362,24,M,LTU
"Tvarijonas,",2361,33,M,LTU
"Vaznonis,",2360,38,M,LTU
"Beinoras,",2352,37,M,LTU
"Stremavicius,",2346,20,M,LTU
"Grabliauskas,",2342,52,M,LTU
"Chocenka,",2327,41,M,LTU
"Salna,",2326,24,M,LTU
"Vedrickas,",2326,34,M,LTU
"Sarakauskas,",2323,47,M,LTU
"Samulevicius,",2316,44,M,LTU
"Malisauskas,",2315,61,M,LTU
